Student_ID,Name,Gender,Age,Education_Level,Discipline,Skills,Preferred_Location,Fallback_City,Sector_Interest,Category,District_Type,CGPA,Percentage,Availability,Preferred_Mode,Languages_Known,Experience_Level,Project_Experience,Num_Projects,Aptitude_Score,Soft_Skills_Rating,Relocation_Willingness,Smart_City_Preference,Smart_Domain_Interest
S00123,Shaurya Kata,Male,24,UG,Arts,"Web Dev, Blockchain, App Dev, Cybersecurity",Delhi,Gurugram,IT,OBC,Aspirational,6.58,80,Part-time,Offline,"English, Hindi",1-2 years,Yes,1,93,4,No,Coimbatore,Energy
S00124,Elijah Dass,Other,26,PG,Arts,"Cloud, AI, Web Dev, Marketing",Indore,Bhopal,Smart Mobility,EWS,Urban,5.55,70,Full-time,Hybrid,"Hindi, English",2+ years,Yes,2,44,2,Yes,Chandigarh,Water Supply
S00125,Neha Boase,Other,29,UG,Management,"IoT, Python, Cloud",Nagpur,Pune,Healthcare,EWS,Urban,7.86,88,Full-time,Hybrid,Regional,Fresher,Yes,4,80,2,No,Warangal,Energy
S00126,Aradhana Prasad,Female,30,PG,Commerce,"ML, Data Science",Guwahati,Kolkata,E-Governance,GEN,Urban,7.87,91,Part-time,Online,"Hindi, English",1-2 years,No,2,59,5,No,Kanpur,Energy
S00127,Anusha Sen,Male,24,PG,Science,"Python, Blockchain",Kolkata,Durgapur,IT,OBC,Aspirational,6.55,70,Part-time,Offline,"Hindi, English",Fresher,No,3,91,3,Yes,Chandigarh,Mobility
S00128,Daniel Nayak,Male,20,UG,Science,Web Dev,Chandigarh,Delhi,Finance,SC,Aspirational,9.95,96,Full-time,Online,"Regional, Hindi",Fresher,No,2,47,3,No,Hyderabad,Governance
S00129,Noah Randhawa,Female,22,PG,Arts,"Blockchain, Marketing",Lucknow,Kanpur,Public Policy,ST,Rural,9.89,86,Part-time,Offline,Hindi,1-2 years,No,1,49,1,Yes,Kolkata,Mobility
S00130,Avni Dave,Male,21,PG,Science,"Data Science, ML, Cybersecurity",Warangal,Chennai,IT,ST,Aspirational,7.47,84,Part-time,Offline,"Regional, English",Fresher,Yes,6,40,5,No,Hyderabad,Healthcare
S00131,Anusha Garde,Female,23,PhD,Engineering,"Java, Data Science, Blockchain",Chandigarh,Delhi,IT,OBC,Aspirational,8.79,79,Part-time,Online,"Regional, English",2+ years,No,0,70,5,No,Gaya,Healthcare
S00132,Aarnav Ranganathan,Male,18,PhD,Engineering,"Python, Blockchain, AI",Lucknow,Kanpur,Public Policy,SC,Aspirational,6.01,77,Part-time,Offline,"English, Hindi",2+ years,No,0,62,5,No,Noida,Water Supply
S00133,Lajita Yadav,Male,26,PG,Engineering,"C++, Python",Kolkata,Durgapur,Agriculture,OBC,Urban,8.02,56,Part-time,Hybrid,"English, Regional",1-2 years,Yes,0,57,4,No,Chandigarh,Mobility
S00134,Darsh Deep,Other,18,PG,Science,IoT,Kolkata,Durgapur,Agriculture,SC,Urban,7.15,96,Part-time,Online,"English, Regional",Fresher,Yes,2,89,3,Yes,Mysuru,Healthcare
S00135,Radha Bhatt,Male,25,UG,Science,"SQL, Data Science",Kanpur,Mumbai,Agriculture,GEN,Rural,5.88,97,Part-time,Hybrid,"Hindi, Regional",1-2 years,No,2,40,3,Yes,Noida,Healthcare
S00136,Qadim Subramaniam,Male,27,PG,Management,C++,Gurugram,Delhi,Smart Mobility,SC,Rural,8.38,94,Full-time,Online,"Regional, English",1-2 years,No,4,93,3,Yes,Chennai,Mobility
S00137,Ranbir Seshadri,Male,25,UG,Commerce,"SQL, AI, Cybersecurity",Mumbai,Pune,Public Policy,SC,Urban,6.72,65,Part-time,Online,"Regional, Hindi",Fresher,Yes,3,43,1,No,Warangal,Waste Management
S00138,Urvashi Narasimhan,Female,22,PG,Commerce,"Marketing, SQL, IoT",Guwahati,Kolkata,IT,EWS,Aspirational,7.19,74,Part-time,Offline,"Regional, English",1-2 years,Yes,4,79,3,Yes,Chennai,Water Supply
S00139,Daksh Edwin,Male,21,PG,Arts,"Blockchain, Web Dev",Coimbatore,Pune,Public Policy,SC,Rural,7.48,94,Part-time,Hybrid,English,Fresher,Yes,5,45,5,No,Mysuru,Waste Management
S00140,Bhavna Choudhury,Female,22,PhD,Engineering,IoT,Kanpur,Delhi,Research,GEN,Aspirational,9.61,84,Part-time,Offline,English,Fresher,Yes,1,41,2,No,Gurugram,Waste Management
S00141,Sarthak Natt,Male,30,UG,Commerce,C++,Nagpur,Mumbai,Manufacturing,SC,Urban,6.08,80,Full-time,Online,"Regional, Hindi",1-2 years,No,4,49,3,Yes,Ahmedabad,Governance
S00142,Jagvi Rajagopal,Male,25,PG,Science,"Java, App Dev",Coimbatore,Pune,Agriculture,EWS,Rural,9.94,94,Full-time,Online,"Hindi, Regional",1-2 years,No,0,88,2,Yes,Noida,Healthcare
S00143,Robert Handa,Male,23,PG,Science,"ML, Cybersecurity",Vadodara,Delhi,Smart Mobility,ST,Rural,8.56,60,Full-time,Offline,Hindi,2+ years,Yes,5,61,1,Yes,Mumbai,Water Supply
S00144,Jason Tripathi,Male,19,PG,Science,AI,Vadodara,Pune,Manufacturing,EWS,Urban,7.08,75,Full-time,Online,Hindi,1-2 years,No,1,67,4,Yes,Kanpur,Governance
S00145,Zehaan Mander,Female,28,PG,Engineering,Marketing,Kolkata,Durgapur,Research,EWS,Urban,5.5,88,Part-time,Online,English,Fresher,Yes,1,73,3,No,Noida,Energy
S00146,Wazir Sha,Female,28,PhD,Management,"App Dev, SQL, Finance, Python",Bhopal,Indore,Finance,OBC,Urban,8.87,66,Full-time,Online,"Hindi, Regional",Fresher,No,4,71,4,No,Delhi,Mobility
S00147,Anamika Thakkar,Male,23,PhD,Engineering,"AI, App Dev, Java, Cloud",Lucknow,Kanpur,Agriculture,SC,Rural,5.9,95,Full-time,Offline,English,Fresher,No,1,94,1,No,Warangal,Water Supply
S00148,Sudiksha Upadhyay,Other,22,UG,Arts,"Public Policy, AI, Data Science",Pune,Mumbai,Agriculture,OBC,Rural,8.56,89,Full-time,Hybrid,"Regional, English",2+ years,No,2,63,1,Yes,Gaya,Water Supply
S00149,Chatresh Modi,Female,24,UG,Engineering,"Python, Web Dev, App Dev",Nagpur,Delhi,Research,ST,Urban,8.28,82,Full-time,Hybrid,Regional,Fresher,No,0,80,4,Yes,Mysuru,Waste Management
S00150,Yauvani Dugar,Female,30,PhD,Commerce,"Marketing, SQL, App Dev, Public Policy",Patna,Gaya,Public Policy,ST,Urban,9.77,89,Full-time,Online,"Regional, English",1-2 years,Yes,0,73,1,No,Pune,Healthcare
S00151,Vyanjana Deshmukh,Female,28,PhD,Commerce,"Blockchain, IoT",Gurugram,Bangalore,Manufacturing,GEN,Urban,5.31,56,Full-time,Offline,Hindi,Fresher,No,6,72,2,No,Bangalore,Mobility
S00152,Joshua Ben,Female,28,PhD,Science,"App Dev, Data Science, Blockchain",Indore,Bhopal,Manufacturing,GEN,Rural,7.64,92,Full-time,Hybrid,English,Fresher,Yes,6,62,3,No,Vadodara,Mobility
S00153,Libni Batra,Other,23,PhD,Science,Python,Nagpur,Delhi,Healthcare,OBC,Rural,7.29,57,Full-time,Online,Hindi,2+ years,Yes,2,41,3,No,Kolkata,Water Supply
S00154,Matthew Kannan,Other,20,PhD,Arts,"C++, SQL",Gaya,Hyderabad,Finance,OBC,Urban,9.92,95,Full-time,Offline,"English, Regional",2+ years,No,0,60,2,No,Gurugram,Waste Management
S00155,Baljiwan Krish,Other,22,PhD,Engineering,"Marketing, C++",Nagpur,Mumbai,Finance,ST,Aspirational,9.93,83,Full-time,Hybrid,"Hindi, Regional",1-2 years,Yes,0,49,3,No,Indore,Healthcare
S00156,Caleb Kashyap,Female,23,PhD,Science,"C++, Public Policy, Python, Cloud",Delhi,Gurugram,E-Governance,ST,Aspirational,7.4,97,Part-time,Online,Regional,Fresher,Yes,3,82,2,No,Coimbatore,Governance
S00157,Frederick Sandal,Female,25,UG,Management,Web Dev,Kanpur,Hyderabad,E-Governance,ST,Aspirational,5.92,72,Full-time,Online,Hindi,2+ years,No,2,94,3,No,Durgapur,Governance
S00158,Nidhi Tata,Male,28,PG,Management,Cloud,Hyderabad,Warangal,IT,SC,Rural,8.9,92,Part-time,Online,"English, Regional",2+ years,Yes,6,97,2,No,Indore,Waste Management
S00159,Vyanjana Vig,Female,26,PG,Science,App Dev,Kanpur,Chennai,Education,GEN,Rural,9.63,66,Part-time,Hybrid,Regional,2+ years,Yes,3,46,5,Yes,Mysuru,Governance
S00160,Sarthak Apte,Female,24,PG,Management,"Cloud, C++, Python",Coimbatore,Bangalore,Agriculture,EWS,Rural,8.78,85,Part-time,Offline,"Hindi, Regional",Fresher,No,1,89,5,Yes,Guwahati,Governance
S00161,Raksha Nair,Female,24,UG,Science,"Java, Cybersecurity, Data Science, Cloud",Guwahati,Kolkata,Smart Mobility,GEN,Urban,9.2,93,Part-time,Online,Hindi,Fresher,No,1,64,1,Yes,Patna,Healthcare
S00162,Faras Sani,Other,28,PG,Engineering,Cloud,Chandigarh,Delhi,Manufacturing,EWS,Aspirational,7.31,91,Part-time,Hybrid,Hindi,1-2 years,Yes,3,84,1,Yes,Guwahati,Governance
S00163,Irya Chaudhari,Female,25,UG,Arts,Web Dev,Gaya,Pune,IT,EWS,Urban,8.49,60,Part-time,Offline,"Hindi, Regional",Fresher,Yes,0,99,5,Yes,Kolkata,Energy
S00164,Hredhaan Khanna,Female,20,PhD,Engineering,"Data Science, Java, AI",Mysuru,Hyderabad,E-Governance,SC,Aspirational,9.67,98,Full-time,Offline,"Regional, Hindi",2+ years,Yes,2,100,1,Yes,Kanpur,Governance
S00165,Abhimanyu Srinivas,Female,26,PhD,Management,"Data Science, Cloud, Python",Durgapur,Chennai,Manufacturing,GEN,Urban,9.6,85,Part-time,Hybrid,English,2+ years,Yes,6,64,5,No,Vadodara,Healthcare
S00166,Sai Rama,Other,24,PhD,Arts,"Cybersecurity, Marketing, ML",Gurugram,Mumbai,Smart Mobility,EWS,Urban,6.27,74,Part-time,Online,Regional,2+ years,No,3,59,2,No,Surat,Waste Management
S00167,Reyansh Narula,Female,30,PG,Arts,"Blockchain, Cloud",Noida,Delhi,Finance,SC,Aspirational,7.41,73,Part-time,Offline,"Regional, Hindi",2+ years,Yes,4,82,3,No,Pune,Water Supply
S00168,Warhi Sharma,Female,18,PhD,Science,"ML, Cybersecurity, AI",Pune,Mumbai,Manufacturing,ST,Urban,7.86,65,Part-time,Hybrid,Regional,Fresher,Yes,6,81,4,Yes,Chandigarh,Waste Management
S00169,Radha Karan,Female,29,PG,Arts,"Data Science, C++, Java, Python",Kanpur,Hyderabad,Finance,EWS,Urban,7.79,80,Full-time,Offline,"Regional, Hindi",Fresher,Yes,0,83,5,Yes,Delhi,Waste Management
S00170,Harrison Dube,Other,25,PG,Commerce,"SQL, Web Dev, IoT, Cybersecurity",Patna,Gaya,Research,ST,Urban,7.93,60,Full-time,Offline,"Hindi, Regional",2+ years,Yes,3,75,2,Yes,Noida,Waste Management
S00171,Girish Ramanathan,Female,30,PhD,Arts,"Cloud, AI, Data Science",Bhopal,Indore,IT,EWS,Rural,8.79,81,Full-time,Online,"Regional, English",1-2 years,Yes,2,66,3,No,Chennai,Mobility
S00172,Aadi Narayanan,Other,25,PhD,Commerce,"App Dev, Blockchain",Vadodara,Delhi,Public Policy,EWS,Rural,9.74,61,Full-time,Online,"Hindi, English",Fresher,Yes,4,89,5,Yes,Warangal,Waste Management
S00173,Yamini Goyal,Other,19,PG,Science,"Marketing, ML, App Dev",Bangalore,Mysuru,Finance,OBC,Aspirational,5.66,75,Part-time,Online,"Hindi, English",1-2 years,Yes,1,96,2,No,Delhi,Water Supply
S00174,Raghav Mann,Other,19,UG,Arts,Data Science,Gaya,Bangalore,Smart Mobility,OBC,Rural,7.18,85,Part-time,Hybrid,"English, Regional",1-2 years,Yes,6,83,4,No,Chennai,Waste Management
S00175,Osha Menon,Female,25,UG,Management,Marketing,Nagpur,Hyderabad,Healthcare,OBC,Aspirational,5.78,88,Part-time,Hybrid,English,2+ years,Yes,3,52,3,Yes,Mysuru,Water Supply
S00176,Darika Chandra,Other,18,PhD,Commerce,Cloud,Chandigarh,Delhi,Smart Mobility,OBC,Aspirational,7.16,55,Part-time,Offline,English,2+ years,No,5,71,3,No,Pune,Energy
S00177,Nihal Arora,Male,27,PhD,Commerce,"Web Dev, ML",Bangalore,Mysuru,E-Governance,OBC,Aspirational,7.91,64,Part-time,Online,"Hindi, Regional",Fresher,No,0,82,4,No,Ahmedabad,Waste Management
S00178,Baghyawati Dhar,Female,29,PhD,Commerce,Cloud,Durgapur,Pune,Smart Mobility,SC,Aspirational,5.19,98,Part-time,Online,Regional,2+ years,Yes,1,50,4,Yes,Kanpur,Energy
S00179,Manthan Bhagat,Female,21,PG,Arts,"Blockchain, Marketing",Mysuru,Bangalore,Finance,EWS,Aspirational,5.52,65,Full-time,Online,Regional,Fresher,No,1,87,2,No,Gurugram,Governance
S00180,Arunima Lala,Female,27,PG,Commerce,"Cloud, ML, App Dev",Chandigarh,Delhi,Agriculture,ST,Rural,6.46,98,Part-time,Offline,"Hindi, English",1-2 years,Yes,6,56,4,Yes,Hyderabad,Healthcare
S00181,Jack Khosla,Other,24,UG,Management,ML,Patna,Gaya,Research,GEN,Aspirational,5.23,62,Full-time,Online,"Regional, English",1-2 years,No,3,58,5,Yes,Bangalore,Mobility
S00182,Alka Palan,Male,18,UG,Engineering,"App Dev, ML, Web Dev, Cybersecurity",Indore,Bhopal,Research,SC,Urban,7.79,64,Part-time,Offline,English,1-2 years,No,1,64,3,Yes,Patna,Energy
S00183,Anvi Gole,Male,26,UG,Arts,"Cybersecurity, Java, Python, Public Policy",Jaipur,Delhi,E-Governance,EWS,Urban,5.98,68,Part-time,Offline,Hindi,Fresher,No,2,42,4,Yes,Warangal,Waste Management
S00184,Janya Singhal,Female,28,UG,Engineering,ML,Indore,Bhopal,Agriculture,ST,Urban,8.45,78,Part-time,Online,Hindi,1-2 years,No,3,46,5,No,Surat,Energy
S00185,Chameli Dave,Female,24,PhD,Arts,"Marketing, AI",Kolkata,Durgapur,Public Policy,EWS,Aspirational,9.39,78,Full-time,Hybrid,Hindi,1-2 years,No,2,72,5,No,Pune,Waste Management
S00186,Raghav Sathe,Other,19,PhD,Science,Data Science,Chennai,Coimbatore,Public Policy,OBC,Urban,6.62,82,Full-time,Offline,"Regional, English",2+ years,No,0,77,3,No,Pune,Governance
S00187,Falan Sankar,Female,24,UG,Science,"Java, IoT, App Dev, Data Science",Ahmedabad,Surat,IT,EWS,Rural,7.23,62,Full-time,Offline,Hindi,Fresher,Yes,5,76,2,Yes,Bhopal,Waste Management
S00188,Anamika Narula,Female,30,PhD,Commerce,Blockchain,Noida,Delhi,E-Governance,OBC,Rural,9.4,81,Full-time,Online,"English, Regional",2+ years,Yes,6,63,2,Yes,Hyderabad,Mobility
S00189,Amara Lalla,Other,22,PhD,Arts,"Cloud, ML, App Dev, Cybersecurity",Coimbatore,Delhi,Finance,EWS,Urban,5.87,87,Part-time,Online,Hindi,2+ years,Yes,6,95,1,No,Durgapur,Waste Management
S00190,Dhruv Deo,Other,22,UG,Science,"AI, SQL",Surat,Vadodara,IT,ST,Rural,8.58,90,Part-time,Offline,English,1-2 years,Yes,2,56,3,No,Kolkata,Energy
S00191,Manya Nath,Male,28,PG,Science,Python,Patna,Gaya,Smart Mobility,ST,Urban,9.96,63,Full-time,Online,"English, Hindi",1-2 years,No,2,91,4,Yes,Kolkata,Governance
S00192,Robert Baria,Other,22,UG,Management,Web Dev,Chandigarh,Delhi,E-Governance,SC,Urban,6.7,70,Full-time,Online,English,Fresher,No,6,74,4,Yes,Hyderabad,Water Supply
S00193,Simon Swaminathan,Other,26,PG,Commerce,Marketing,Noida,Delhi,E-Governance,GEN,Urban,7.11,72,Full-time,Online,Regional,1-2 years,No,4,95,1,Yes,Guwahati,Governance
S00194,Ikshita Chawla,Male,30,PhD,Science,"Web Dev, C++",Guwahati,Kolkata,Smart Mobility,OBC,Aspirational,6.36,66,Full-time,Hybrid,"Hindi, Regional",Fresher,Yes,3,63,4,No,Nagpur,Healthcare
S00195,Chandani Kannan,Male,25,UG,Engineering,"Java, Cloud, Marketing",Ahmedabad,Surat,E-Governance,EWS,Aspirational,6.33,59,Full-time,Hybrid,Regional,Fresher,No,2,61,1,Yes,Mumbai,Governance
S00196,Gavin Kara,Male,20,UG,Engineering,"Data Science, App Dev",Mysuru,Bangalore,Healthcare,SC,Aspirational,9.39,57,Part-time,Offline,Hindi,Fresher,Yes,1,70,1,No,Jaipur,Waste Management
S00197,Wishi Sengupta,Male,18,UG,Management,"Public Policy, Finance, Web Dev, SQL",Bhopal,Indore,Healthcare,GEN,Rural,5.04,91,Full-time,Offline,Hindi,2+ years,No,4,55,4,Yes,Guwahati,Water Supply
S00198,Wazir Vohra,Female,25,PhD,Commerce,"Web Dev, Java, Public Policy",Gurugram,Pune,IT,ST,Urban,8.27,95,Full-time,Offline,"Regional, Hindi",2+ years,No,6,70,2,No,Gaya,Energy
S00199,Megha De,Other,27,PG,Science,ML,Guwahati,Kolkata,Smart Mobility,SC,Aspirational,6.54,63,Part-time,Offline,"English, Regional",Fresher,No,3,63,3,Yes,Chandigarh,Waste Management
S00200,Vamakshi Master,Male,21,PhD,Engineering,"Python, Blockchain",Pune,Mumbai,Agriculture,ST,Rural,6.71,76,Part-time,Offline,Hindi,Fresher,No,2,91,3,No,Warangal,Waste Management
S00201,Ikshita Vaidya,Male,21,UG,Science,"ML, Finance, App Dev, Java",Chennai,Coimbatore,Agriculture,SC,Rural,7.39,74,Part-time,Online,"Hindi, English",Fresher,Yes,2,61,4,No,Jaipur,Mobility
S00202,Tristan Tailor,Female,22,PhD,Science,"Cybersecurity, Blockchain, Python, Java",Durgapur,Delhi,IT,ST,Aspirational,8.66,66,Part-time,Online,"English, Hindi",1-2 years,Yes,3,62,3,No,Indore,Governance
S00203,Ati Pillai,Male,22,PhD,Engineering,"C++, SQL, Data Science",Chandigarh,Delhi,IT,EWS,Aspirational,9.29,75,Part-time,Online,Regional,2+ years,No,3,87,1,No,Gaya,Governance
S00204,Indrajit Bains,Other,22,UG,Science,Blockchain,Noida,Delhi,Agriculture,OBC,Rural,6.87,69,Part-time,Online,"English, Hindi",2+ years,No,2,69,3,No,Patna,Governance
S00205,Lavanya Sabharwal,Other,26,UG,Science,"IoT, SQL, Cybersecurity",Mysuru,Hyderabad,Manufacturing,OBC,Aspirational,9.02,61,Part-time,Online,English,1-2 years,No,0,98,5,No,Coimbatore,Governance
S00206,Samarth Patla,Female,25,PhD,Management,Cloud,Nagpur,Mumbai,Public Policy,SC,Aspirational,8.35,65,Part-time,Hybrid,Hindi,Fresher,No,0,73,1,No,Lucknow,Mobility
S00207,Aarush Radhakrishnan,Other,21,PG,Engineering,"Cybersecurity, Finance, Marketing, Web Dev",Pune,Mumbai,Manufacturing,EWS,Aspirational,7.7,96,Part-time,Hybrid,English,1-2 years,No,6,90,1,Yes,Kanpur,Mobility
S00208,Tanmayi Nanda,Male,27,PG,Management,"App Dev, AI",Hyderabad,Warangal,Public Policy,OBC,Rural,5.06,78,Part-time,Offline,"English, Hindi",1-2 years,Yes,1,100,3,No,Coimbatore,Energy
S00209,Amaira Ratta,Female,22,UG,Science,"Blockchain, Finance",Gaya,Pune,Research,EWS,Urban,9.07,56,Full-time,Offline,English,Fresher,Yes,5,62,5,No,Patna,Energy
S00210,Avi Bhakta,Other,24,PG,Arts,"Cloud, Web Dev, IoT",Kanpur,Delhi,Smart Mobility,GEN,Urban,6.96,72,Part-time,Hybrid,"English, Hindi",1-2 years,Yes,5,82,2,No,Lucknow,Water Supply
S00211,Anjali Kohli,Female,19,PG,Management,SQL,Chennai,Coimbatore,Public Policy,GEN,Urban,9.02,56,Full-time,Online,"English, Regional",Fresher,Yes,2,99,3,No,Bhopal,Water Supply
S00212,Frederick Chhabra,Other,28,UG,Commerce,"Data Science, Web Dev",Lucknow,Kanpur,Finance,OBC,Rural,7.4,91,Part-time,Hybrid,English,Fresher,Yes,6,69,2,Yes,Nagpur,Energy
S00213,Harsh Sathe,Female,26,UG,Commerce,"Cybersecurity, Blockchain",Durgapur,Hyderabad,Healthcare,ST,Aspirational,9.33,95,Full-time,Hybrid,"Regional, Hindi",Fresher,Yes,1,90,1,No,Vadodara,Waste Management
S00214,Aachal Chaudhuri,Female,21,UG,Arts,"Blockchain, SQL",Gurugram,Delhi,E-Governance,OBC,Urban,5.74,75,Full-time,Hybrid,English,1-2 years,Yes,1,68,1,No,Bhopal,Healthcare
S00215,Ekantika Morar,Male,19,PhD,Science,"Public Policy, Blockchain",Ahmedabad,Surat,Education,EWS,Rural,8.83,76,Part-time,Online,"Regional, Hindi",1-2 years,Yes,4,93,2,No,Guwahati,Healthcare
S00216,Gunbir Chakrabarti,Female,29,PhD,Science,"Web Dev, Finance, ML",Mysuru,Mumbai,IT,GEN,Rural,9.52,66,Full-time,Hybrid,Regional,1-2 years,No,0,47,4,Yes,Patna,Water Supply
S00217,Lekha Khalsa,Female,27,PhD,Science,"ML, App Dev, Java",Lucknow,Kanpur,Research,ST,Aspirational,8.82,68,Full-time,Offline,"Regional, Hindi",2+ years,No,2,45,4,Yes,Indore,Healthcare
S00218,Nakul Karan,Female,24,UG,Commerce,"Cloud, SQL, IoT, C++",Chandigarh,Delhi,Education,EWS,Rural,9.92,68,Part-time,Online,"Hindi, Regional",2+ years,Yes,1,66,2,Yes,Vadodara,Mobility
S00219,Chaitaly Lala,Female,20,PhD,Engineering,"Cybersecurity, Data Science",Gaya,Chennai,Public Policy,EWS,Urban,8.66,76,Full-time,Hybrid,English,Fresher,Yes,5,97,1,Yes,Indore,Water Supply
S00220,Urvashi Oommen,Other,24,PhD,Commerce,"Blockchain, Finance",Delhi,Gurugram,Research,SC,Aspirational,9.45,93,Full-time,Offline,"Regional, English",Fresher,Yes,4,66,4,No,Kolkata,Water Supply
S00221,Dhriti Bhat,Other,18,PG,Engineering,"Cybersecurity, SQL",Bangalore,Mysuru,Research,OBC,Urban,9.2,61,Part-time,Online,Hindi,Fresher,Yes,6,69,3,No,Hyderabad,Water Supply
S00222,Anmol Konda,Other,28,UG,Engineering,"Web Dev, Public Policy",Surat,Vadodara,E-Governance,SC,Rural,5.88,55,Full-time,Online,English,Fresher,No,0,65,2,No,Indore,Governance
S00223,Jason Karpe,Other,29,PG,Arts,"Blockchain, Web Dev, Python",Mumbai,Pune,E-Governance,ST,Aspirational,7.82,84,Full-time,Online,"English, Regional",1-2 years,No,3,80,5,Yes,Mumbai,Governance
S00224,Radhika Kalla,Other,24,PG,Arts,"Cloud, Blockchain, ML",Kolkata,Durgapur,Education,SC,Urban,5.38,56,Part-time,Online,"Regional, Hindi",1-2 years,Yes,1,42,5,No,Nagpur,Water Supply
S00225,Laban Narain,Female,27,PG,Management,"Blockchain, Finance, Python",Surat,Vadodara,IT,ST,Rural,9.11,86,Full-time,Offline,Regional,2+ years,Yes,1,83,4,Yes,Ahmedabad,Waste Management
S00226,Ekanta Bath,Male,29,UG,Arts,"AI, Web Dev",Chandigarh,Delhi,Healthcare,EWS,Aspirational,8.64,66,Full-time,Hybrid,"English, Regional",2+ years,Yes,2,71,2,No,Pune,Water Supply
S00227,Hemang Datta,Other,23,UG,Commerce,"Finance, Public Policy",Warangal,Hyderabad,Finance,EWS,Urban,6.03,89,Part-time,Hybrid,Hindi,2+ years,No,3,55,2,No,Lucknow,Water Supply
S00228,Chakradev Mahal,Male,22,UG,Arts,"Public Policy, Blockchain",Mysuru,Mumbai,IT,ST,Urban,8.45,69,Full-time,Online,"Regional, Hindi",Fresher,Yes,6,99,5,No,Indore,Mobility
S00229,Karan Bhagat,Male,25,PhD,Commerce,"IoT, Cybersecurity, Marketing, Cloud",Nagpur,Pune,Healthcare,OBC,Urban,8.94,91,Full-time,Online,Regional,Fresher,Yes,3,56,5,Yes,Surat,Energy
S00230,Champak Madan,Female,27,PhD,Arts,"IoT, Blockchain, Marketing, Data Science",Coimbatore,Chennai,Education,OBC,Rural,6.94,80,Part-time,Online,"Hindi, Regional",2+ years,No,5,71,1,No,Indore,Mobility
S00231,Ryan Dugar,Other,30,PhD,Engineering,Java,Coimbatore,Chennai,Healthcare,EWS,Urban,10.0,63,Part-time,Online,Regional,1-2 years,No,2,97,4,No,Bangalore,Healthcare
S00232,Januja Kala,Other,29,PhD,Arts,Public Policy,Coimbatore,Pune,Smart Mobility,EWS,Aspirational,7.4,61,Full-time,Hybrid,English,2+ years,No,6,62,5,Yes,Durgapur,Water Supply
S00233,Andrew Sarna,Female,21,UG,Science,"SQL, C++, AI",Patna,Gaya,E-Governance,SC,Aspirational,7.89,85,Full-time,Offline,"Hindi, Regional",1-2 years,No,0,94,3,Yes,Mysuru,Governance
S00234,Umang Talwar,Male,24,UG,Management,"AI, App Dev, Public Policy, SQL",Indore,Bhopal,IT,GEN,Urban,6.5,87,Part-time,Hybrid,English,Fresher,Yes,5,60,2,Yes,Nagpur,Healthcare
S00235,Laksh Chowdhury,Other,24,PhD,Science,"Cloud, IoT, Java, Marketing",Chennai,Coimbatore,Research,EWS,Rural,7.05,60,Full-time,Hybrid,English,2+ years,Yes,6,68,3,Yes,Patna,Governance
S00236,Adweta Merchant,Other,30,PG,Engineering,Cloud,Kanpur,Hyderabad,Research,ST,Rural,5.74,62,Full-time,Offline,English,1-2 years,Yes,6,62,3,Yes,Durgapur,Waste Management
S00237,Chavvi Iyer,Other,27,PG,Commerce,"Java, App Dev, C++, SQL",Pune,Mumbai,Education,EWS,Aspirational,5.67,79,Part-time,Online,Hindi,1-2 years,Yes,0,88,2,No,Mysuru,Water Supply
S00238,Eta Deep,Male,28,PhD,Management,"Python, AI",Jaipur,Delhi,Public Policy,GEN,Rural,9.27,81,Part-time,Hybrid,English,1-2 years,Yes,1,47,1,No,Patna,Waste Management
S00239,Rajata Baral,Male,24,UG,Science,"Public Policy, Python",Jaipur,Delhi,IT,OBC,Rural,7.03,87,Full-time,Hybrid,Regional,2+ years,Yes,2,81,1,Yes,Pune,Energy
S00240,Faras Ganguly,Female,19,PhD,Management,"Data Science, Python",Jaipur,Delhi,IT,GEN,Rural,5.63,96,Full-time,Online,"English, Regional",2+ years,No,1,70,5,Yes,Mumbai,Water Supply
S00241,Kashish Aggarwal,Female,21,UG,Science,"Web Dev, Blockchain, Finance, Data Science",Chennai,Coimbatore,Public Policy,OBC,Aspirational,9.98,65,Full-time,Hybrid,Hindi,2+ years,Yes,3,43,4,Yes,Ahmedabad,Mobility
S00242,Krishna Hari,Male,23,UG,Management,"Blockchain, IoT, Web Dev, Python",Durgapur,Mumbai,IT,OBC,Urban,7.31,66,Part-time,Hybrid,Hindi,Fresher,No,3,48,4,No,Noida,Energy
S00243,Charles Nanda,Female,20,PG,Engineering,"SQL, Web Dev, App Dev",Bhopal,Indore,Research,EWS,Urban,7.44,89,Full-time,Online,"Regional, English",2+ years,Yes,5,69,1,Yes,Vadodara,Governance
S00244,Amol Chaudhry,Female,25,UG,Commerce,"IoT, Blockchain",Patna,Gaya,Manufacturing,EWS,Rural,6.28,84,Full-time,Hybrid,"Regional, English",Fresher,Yes,4,95,4,No,Chandigarh,Energy
S00245,Finn Gopal,Female,18,PG,Engineering,"Public Policy, Web Dev",Lucknow,Kanpur,IT,GEN,Rural,5.89,65,Part-time,Offline,"Hindi, Regional",1-2 years,Yes,6,63,1,No,Hyderabad,Water Supply
S00246,Jeremiah Nayar,Male,26,UG,Management,"C++, IoT",Durgapur,Chennai,Finance,ST,Aspirational,6.16,90,Part-time,Hybrid,Hindi,Fresher,Yes,5,56,3,No,Mumbai,Governance
